,ds,y
627,2022-10-22 14:00:00,1315.67
628,2022-10-22 15:00:00,1316.38
629,2022-10-22 16:00:00,1314.99
630,2022-10-22 17:00:00,1311.31
631,2022-10-22 18:00:00,1311.72
632,2022-10-22 19:00:00,1314.19
633,2022-10-22 20:00:00,1316.13
634,2022-10-22 21:00:00,1317.05
635,2022-10-22 22:00:00,1315.25
636,2022-10-22 23:00:00,1313.61
637,2022-10-23 00:00:00,1311.44
638,2022-10-23 01:00:00,1308.35
639,2022-10-23 02:00:00,1312.39
640,2022-10-23 03:00:00,1313.22
641,2022-10-23 04:00:00,1309.85
642,2022-10-23 05:00:00,1308.72
643,2022-10-23 06:00:00,1309.21
644,2022-10-23 07:00:00,1309.57
645,2022-10-23 08:00:00,1311.62
646,2022-10-23 09:00:00,1309.88
647,2022-10-23 10:00:00,1309.57
648,2022-10-23 11:00:00,1304.14
649,2022-10-23 12:00:00,1306.92
650,2022-10-23 13:00:00,1308.27
651,2022-10-23 14:00:00,1311.17
652,2022-10-23 15:00:00,1313.6
653,2022-10-23 16:00:00,1312.44
654,2022-10-23 17:00:00,1328.69
655,2022-10-23 18:00:00,1329.4
656,2022-10-23 19:00:00,1330.85
657,2022-10-23 20:00:00,1330.09
658,2022-10-23 21:00:00,1336.65
659,2022-10-23 22:00:00,1365.51
660,2022-10-23 23:00:00,1364.2
661,2022-10-24 00:00:00,1360.94
662,2022-10-24 01:00:00,1354.99
663,2022-10-24 02:00:00,1352.4
664,2022-10-24 03:00:00,1348.08
665,2022-10-24 04:00:00,1347.92
666,2022-10-24 05:00:00,1342.84
667,2022-10-24 06:00:00,1338.42
668,2022-10-24 07:00:00,1336.8
669,2022-10-24 08:00:00,1337.8
670,2022-10-24 09:00:00,1345.79
671,2022-10-24 10:00:00,1350.17
672,2022-10-24 11:00:00,1353.41
673,2022-10-24 12:00:00,1349.31
674,2022-10-24 13:00:00,1348.34
675,2022-10-24 14:00:00,1334.32
676,2022-10-24 15:00:00,1341.62
677,2022-10-24 16:00:00,1335.12
678,2022-10-24 17:00:00,1334.62
679,2022-10-24 18:00:00,1341.73
680,2022-10-24 19:00:00,1344.95
681,2022-10-24 20:00:00,1350.77
682,2022-10-24 21:00:00,1348.88
683,2022-10-24 22:00:00,1346.34
684,2022-10-24 23:00:00,1343.61
685,2022-10-25 00:00:00,1342.35
686,2022-10-25 01:00:00,1340.19
687,2022-10-25 02:00:00,1340.94
688,2022-10-25 03:00:00,1347.62
689,2022-10-25 04:00:00,1346.32
690,2022-10-25 05:00:00,1349.9
691,2022-10-25 06:00:00,1347.88
692,2022-10-25 07:00:00,1347.18
693,2022-10-25 08:00:00,1344.27
694,2022-10-25 09:00:00,1344.18
695,2022-10-25 10:00:00,1345.52
696,2022-10-25 11:00:00,1347.48
697,2022-10-25 12:00:00,1354.03
